"Customer ID","Purchase Date","Product Category","Product Price","Quantity","Total Purchase Amount","Payment Method","Customer Age","Returns","Customer Name","Age","Gender","Churn"
"21093","2023-01-02 12:40:23","Clothing","32","2","474","Cash","22","0.0","Jonathan Holt","22","Female","0"
"21093","2020-04-15 23:11:59","Clothing","36","3","5086","Cash","22","","Jonathan Holt","22","Female","0"
"10255","2021-09-07 18:04:19","Books","131","2","2113","PayPal","57","1.0","Corey Jenkins","57","Female","0"
"10255","2021-07-07 16:05:44","Books","304","2","897","Credit Card","57","0.0","Corey Jenkins","57","Female","0"
"10255","2022-09-24 02:37:18","Home","394","5","1961","Cash","57","","Corey Jenkins","57","Female","0"
"29511","2022-01-02 04:50:37","Clothing","441","2","480","Cash","45","","Lacey Oliver","45","Male","0"
"29511","2022-05-09 07:23:13","Home","473","5","3791","Credit Card","45","1.0","Lacey Oliver","45","Male","0"
"29511","2022-01-14 03:19:16","Home","17","5","3061","Credit Card","45","1.0","Lacey Oliver","45","Male","0"
"29511","2022-06-15 04:41:06","Clothing","23","2","2559","Cash","45","0.0","Lacey Oliver","45","Male","0"
"15688","2020-09-05 00:44:06","Books","385","1","5000","Credit Card","20","1.0","Heather Bennett","20","Male","0"
"15688","2020-09-01 12:38:43","Books","467","2","3791","PayPal","20","1.0","Heather Bennett","20","Male","0"
"15688","2020-12-20 05:28:42","Home","437","1","3117","PayPal","20","0.0","Heather Bennett","20","Male","0"
"15688","2020-12-25 15:09:03","Electronics","139","3","3918","Credit Card","20","","Heather Bennett","20","Male","0"
"15688","2021-06-25 10:11:34","Electronics","107","1","4111","Credit Card","20","","Heather Bennett","20","Male","0"
"15688","2022-02-24 07:54:50","Books","74","3","2616","PayPal","20","1.0","Heather Bennett","20","Male","0"
"46992","2020-01-28 14:56:55","Clothing","480","4","3088","Credit Card","30","0.0","Sarah Castro","30","Male","1"
"46992","2023-05-02 05:28:53","Clothing","389","1","2704","PayPal","30","1.0","Sarah Castro","30","Male","1"
"46992","2021-02-13 17:47:59","Clothing","216","3","4127","Cash","30","0.0","Sarah Castro","30","Male","1"
"46992","2020-03-14 16:22:02","Clothing","230","4","4390","Credit Card","30","0.0","Sarah Castro","30","Male","1"
"46992","2022-05-02 07:25:16","Electronics","377","4","4845","Credit Card","30","1.0","Sarah Castro","30","Male","1"
"14046","2022-10-25 19:10:10","Books","336","4","3685","Cash","41","1.0","Amanda Campbell","41","Male","0"
"14046","2020-07-16 16:31:05","Books","64","3","4395","PayPal","41","0.0","Amanda Campbell","41","Male","0"
"14046","2022-11-27 22:34:56","Clothing","238","3","344","Credit Card","41","0.0","Amanda Campbell","41","Male","0"
"14046","2020-12-28 13:01:05","Electronics","70","3","2243","PayPal","41","","Amanda Campbell","41","Male","0"
"14046","2021-11-05 22:39:16","Books","94","5","4870","Cash","41","0.0","Amanda Campbell","41","Male","0"
"14046","2022-03-01 20:12:30","Electronics","243","1","2463","PayPal","41","0.0","Amanda Campbell","41","Male","0"
"14046","2020-04-16 15:09:52","Electronics","265","5","4675","Credit Card","41","1.0","Amanda Campbell","41","Male","0"
"27660","2022-01-25 01:22:34","Books","347","5","4875","Cash","42","","Alan Campbell","42","Female","0"
"27660","2022-02-25 01:51:18","Home","131","4","3535","Cash","42","1.0","Alan Campbell","42","Female","0"
"27660","2023-06-24 16:18:59","Home","105","3","290","PayPal","42","0.0","Alan Campbell","42","Female","0"
"27660","2022-09-27 05:28:40","Home","345","1","2717","Cash","42","0.0","Alan Campbell","42","Female","0"
"27660","2022-04-10 05:58:03","Books","172","3","666","Cash","42","0.0","Alan Campbell","42","Female","0"
"27660","2022-12-02 22:25:51","Clothing","327","4","3447","Cash","42","1.0","Alan Campbell","42","Female","0"
"21173","2023-01-22 13:31:16","Clothing","159","4","1091","Cash","28","0.0","Blake Garcia","28","Female","0"
"21173","2020-01-06 23:30:53","Home","412","2","1459","Credit Card","28","","Blake Garcia","28","Female","0"
"21173","2020-07-13 21:53:55","Home","296","1","1403","Cash","28","0.0","Blake Garcia","28","Female","0"
"21173","2023-08-10 05:05:19","Clothing","405","3","3846","Credit Card","28","0.0","Blake Garcia","28","Female","0"
"21173","2021-02-26 04:49:09","Books","320","3","4225","PayPal","28","1.0","Blake Garcia","28","Female","0"
"21173","2022-11-13 08:46:09","Clothing","300","3","553","Credit Card","28","1.0","Blake Garcia","28","Female","0"
"21173","2021-11-10 09:57:51","Books","463","2","2248","Cash","28","0.0","Blake Garcia","28","Female","0"
"21173","2023-05-22 23:39:16","Home","353","3","1361","PayPal","28","0.0","Blake Garcia","28","Female","0"
"21173","2022-02-19 12:57:02","Electronics","309","5","5077","Credit Card","28","1.0","Blake Garcia","28","Female","0"
"21173","2021-04-16 01:48:07","Home","39","4","1115","Cash","28","1.0","Blake Garcia","28","Female","0"
"21173","2020-07-23 23:28:02","Electronics","382","5","3194","Credit Card","28","0.0","Blake Garcia","28","Female","0"
"37756","2021-04-04 11:16:39","Clothing","274","5","3891","Credit Card","31","","Charles Bradley","31","Male","0"
"37756","2023-01-02 01:17:10","Clothing","225","3","3535","PayPal","31","0.0","Charles Bradley","31","Male","0"
"37756","2020-12-10 06:28:02","Electronics","304","3","3122","Cash","31","0.0","Charles Bradley","31","Male","0"
"37756","2021-10-21 08:46:12","Books","390","2","3742","Cash","31","","Charles Bradley","31","Male","0"
"37756","2023-01-14 20:42:54","Home","87","4","4699","Cash","31","","Charles Bradley","31","Male","0"
"37756","2022-09-02 17:57:59","Home","420","4","4139","Cash","31","","Charles Bradley","31","Male","0"
"41447","2020-06-01 19:46:44","Books","465","4","3004","Cash","66","1.0","Jessica Villarreal","66","Male","0"
"41447","2022-04-08 00:05:25","Electronics","276","3","4324","PayPal","66","0.0","Jessica Villarreal","66","Male","0"
"37170","2023-01-17 01:49:41","Books","158","5","1932","PayPal","58","0.0","David Lang","58","Male","0"
"37170","2021-04-07 07:57:50","Books","366","3","4105","Credit Card","58","0.0","David Lang","58","Male","0"
"37170","2021-07-15 16:39:47","Books","347","2","403","PayPal","58","1.0","David Lang","58","Male","0"
"37170","2020-04-03 16:00:30","Electronics","38","3","3969","Credit Card","58","0.0","David Lang","58","Male","0"
"34282","2022-01-26 23:29:39","Clothing","339","4","787","Credit Card","26","1.0","Jessica White","26","Female","0"
"34282","2021-10-20 09:01:38","Books","188","5","3616","PayPal","26","0.0","Jessica White","26","Female","0"
"34282","2021-10-12 11:10:40","Home","291","3","1872","PayPal","26","","Jessica White","26","Female","0"
"34282","2020-06-23 20:28:55","Home","248","4","1078","PayPal","26","0.0","Jessica White","26","Female","0"
"34282","2021-08-04 14:17:45","Books","81","1","1665","PayPal","26","0.0","Jessica White","26","Female","0"
"34282","2020-05-11 05:50:03","Books","116","1","1020","Credit Card","26","0.0","Jessica White","26","Female","0"
"34282","2020-06-21 03:20:39","Electronics","381","3","1081","Credit Card","26","","Jessica White","26","Female","0"
"11588","2022-01-19 06:53:23","Books","421","5","3147","Cash","30","1.0","Leslie Wood","30","Female","0"
"11588","2021-09-27 07:01:29","Electronics","135","3","3464","Credit Card","30","0.0","Leslie Wood","30","Female","0"
"11588","2021-06-21 02:03:10","Books","168","4","2617","PayPal","30","","Leslie Wood","30","Female","0"
"11588","2020-02-20 02:55:00","Books","51","5","661","PayPal","30","0.0","Leslie Wood","30","Female","0"
"42872","2022-03-31 14:29:37","Electronics","134","3","4105","PayPal","56","","Daniel Miles","56","Male","0"
"42872","2022-03-06 20:18:49","Electronics","249","1","720","Credit Card","56","0.0","Daniel Miles","56","Male","0"
"19536","2023-04-28 05:17:42","Home","173","4","4909","Cash","48","","Jonathan Roberts","48","Male","0"
"19536","2023-04-27 03:44:19","Books","304","5","4609","PayPal","48","0.0","Jonathan Roberts","48","Male","0"
"19389","2022-07-04 08:59:16","Clothing","318","3","3833","PayPal","57","0.0","Michael Jones","57","Female","1"
"19389","2020-01-29 23:33:13","Home","481","2","3896","PayPal","57","1.0","Michael Jones","57","Female","1"
"19389","2022-05-31 19:14:39","Electronics","14","4","4373","Credit Card","57","1.0","Michael Jones","57","Female","1"
"19389","2021-09-09 05:29:19","Books","485","5","2360","Cash","57","1.0","Michael Jones","57","Female","1"
"19389","2021-11-26 04:11:25","Home","134","1","1775","Credit Card","57","","Michael Jones","57","Female","1"
"19389","2020-12-09 08:28:42","Books","190","2","3653","PayPal","57","1.0","Michael Jones","57","Female","1"
"23050","2021-02-14 17:53:11","Books","492","3","5248","Cash","55","0.0","Nicholas Garcia","55","Male","0"
"23050","2020-05-02 03:58:48","Books","407","2","2979","Cash","55","0.0","Nicholas Garcia","55","Male","0"
"23050","2023-09-12 13:24:58","Home","83","4","3432","Cash","55","0.0","Nicholas Garcia","55","Male","0"
"49449","2022-04-21 14:00:38","Clothing","120","2","4194","Cash","68","","Maria Williams","68","Female","1"
"49449","2022-12-30 16:02:06","Books","179","1","5103","PayPal","68","","Maria Williams","68","Female","1"
"49449","2021-01-07 10:15:27","Home","468","2","5140","PayPal","68","0.0","Maria Williams","68","Female","1"
"49449","2021-06-15 06:37:22","Home","371","4","1523","PayPal","68","1.0","Maria Williams","68","Female","1"
"49449","2023-05-05 20:57:10","Books","204","1","4368","PayPal","68","0.0","Maria Williams","68","Female","1"
"8319","2022-02-27 19:28:46","Clothing","184","3","3387","PayPal","30","0.0","Jacob Branch","30","Female","0"
"8319","2022-07-27 07:11:19","Clothing","221","5","2557","Cash","30","0.0","Jacob Branch","30","Female","0"
"8319","2020-08-17 22:42:25","Clothing","421","3","1922","PayPal","30","0.0","Jacob Branch","30","Female","0"
"8319","2022-05-18 20:16:00","Home","228","4","3889","Cash","30","0.0","Jacob Branch","30","Female","0"
"34262","2020-01-10 12:49:21","Home","282","4","2997","PayPal","47","0.0","Jonathan Davis","47","Male","1"
"34262","2020-06-04 00:13:04","Electronics","147","3","3158","Cash","47","0.0","Jonathan Davis","47","Male","1"
"34262","2022-09-26 22:31:22","Electronics","117","4","4824","PayPal","47","","Jonathan Davis","47","Male","1"
"15800","2022-10-28 09:12:59","Electronics","454","3","3677","Cash","35","1.0","Nancy Phillips","35","Male","0"
"15800","2023-07-29 00:03:42","Clothing","146","4","3806","Credit Card","35","0.0","Nancy Phillips","35","Male","0"
"15800","2020-12-31 22:10:36","Home","401","4","3227","PayPal","35","1.0","Nancy Phillips","35","Male","0"
"20038","2021-10-26 08:53:07","Clothing","405","4","5026","Cash","21","0.0","Steven Schneider","21","Female","0"
"20038","2023-05-27 02:31:58","Clothing","294","5","4560","PayPal","21","0.0","Steven Schneider","21","Female","0"
"20038","2021-01-14 16:23:13","Electronics","68","4","4436","Credit Card","21","0.0","Steven Schneider","21","Female","0"
"20038","2020-12-10 23:22:32","Home","155","4","1463","Cash","21","1.0","Steven Schneider","21","Female","0"
"20038","2021-01-31 08:34:43","Clothing","217","3","4426","Cash","21","0.0","Steven Schneider","21","Female","0"
"20038","2023-09-12 12:54:23","Electronics","263","4","1476","Cash","21","1.0","Steven Schneider","21","Female","0"
"20038","2022-04-04 09:42:49","Electronics","232","5","651","Credit Card","21","0.0","Steven Schneider","21","Female","0"
"20038","2020-07-11 16:09:02","Books","47","3","3750","Cash","21","","Steven Schneider","21","Female","0"
"49484","2020-11-06 06:11:05","Clothing","375","2","3716","Credit Card","29","0.0","Anne Brown","29","Female","0"
"49484","2022-05-26 17:45:53","Home","222","3","4769","Cash","29","","Anne Brown","29","Female","0"
"49484","2021-06-28 20:02:20","Electronics","344","4","4097","Credit Card","29","1.0","Anne Brown","29","Female","0"
"49484","2021-12-03 13:07:33","Home","57","4","3566","Cash","29","0.0","Anne Brown","29","Female","0"
"44160","2020-10-09 09:20:16","Clothing","159","3","1585","PayPal","20","0.0","Chad Bean","20","Male","0"
"44160","2020-10-22 06:38:17","Home","500","5","934","Credit Card","20","0.0","Chad Bean","20","Male","0"
"44160","2022-09-28 04:30:31","Home","261","1","3372","PayPal","20","0.0","Chad Bean","20","Male","0"
"44160","2023-02-14 23:04:18","Home","267","1","402","Cash","20","1.0","Chad Bean","20","Male","0"
"44160","2023-04-11 19:43:24","Home","168","1","4946","PayPal","20","0.0","Chad Bean","20","Male","0"
"44160","2022-05-06 07:05:40","Books","477","3","3292","Credit Card","20","0.0","Chad Bean","20","Male","0"
"44160","2023-03-22 22:38:07","Electronics","167","4","1629","PayPal","20","1.0","Chad Bean","20","Male","0"
"44160","2020-12-12 22:10:31","Clothing","421","4","2126","PayPal","20","","Chad Bean","20","Male","0"
"44160","2020-12-21 05:21:16","Electronics","340","2","3756","Cash","20","0.0","Chad Bean","20","Male","0"
"44160","2020-10-27 03:04:34","Clothing","272","2","4788","Credit Card","20","1.0","Chad Bean","20","Male","0"
"44160","2020-06-28 02:35:16","Clothing","265","3","2011","Cash","20","1.0","Chad Bean","20","Male","0"
"29066","2020-10-07 05:24:44","Electronics","373","5","3718","Credit Card","39","1.0","Diane Warner","39","Female","0"
"29066","2022-02-17 07:11:02","Books","367","3","2940","Cash","39","0.0","Diane Warner","39","Female","0"
"29066","2022-05-02 02:29:39","Electronics","326","1","2646","PayPal","39","1.0","Diane Warner","39","Female","0"
"29066","2023-07-23 15:53:02","Clothing","463","3","2421","Cash","39","1.0","Diane Warner","39","Female","0"
"29066","2022-09-30 06:03:43","Clothing","406","4","1580","Credit Card","39","0.0","Diane Warner","39","Female","0"
"45623","2020-12-29 05:20:48","Books","370","1","3345","PayPal","57","0.0","James Johnson","57","Male","0"
"45623","2023-03-29 15:28:38","Books","80","3","1186","Credit Card","57","","James Johnson","57","Male","0"
"45623","2023-08-06 21:54:58","Home","132","4","2879","PayPal","57","0.0","James Johnson","57","Male","0"
"45623","2021-04-16 12:57:01","Home","374","1","334","PayPal","57","0.0","James Johnson","57","Male","0"
"45623","2023-03-03 01:42:43","Clothing","66","3","3730","Cash","57","0.0","James Johnson","57","Male","0"
"33318","2022-12-18 20:22:57","Books","152","3","4618","Credit Card","38","0.0","Gregory Hill","38","Female","0"
"33318","2023-06-29 01:18:58","Books","224","5","667","Credit Card","38","1.0","Gregory Hill","38","Female","0"
"33318","2021-07-24 08:21:59","Electronics","80","5","630","Cash","38","0.0","Gregory Hill","38","Female","0"
"33318","2020-09-06 03:39:14","Books","125","5","877","Cash","38","1.0","Gregory Hill","38","Female","0"
"33318","2022-09-14 06:58:32","Books","249","1","2788","Cash","38","0.0","Gregory Hill","38","Female","0"
"35826","2023-06-28 10:50:18","Home","126","5","876","Cash","47","1.0","Kimberly Taylor","47","Female","0"
"35826","2023-08-21 04:15:38","Electronics","298","2","3082","Cash","47","","Kimberly Taylor","47","Female","0"
"35826","2023-03-18 17:41:07","Clothing","359","4","2223","PayPal","47","","Kimberly Taylor","47","Female","0"
"35826","2020-04-22 12:52:22","Home","129","3","2884","PayPal","47","","Kimberly Taylor","47","Female","0"
"33238","2022-09-11 09:40:29","Clothing","468","5","1040","Cash","59","","Jamie Castro","59","Male","0"
"33238","2021-02-19 05:25:34","Home","481","5","2123","Cash","59","","Jamie Castro","59","Male","0"
"33238","2022-03-11 05:47:57","Electronics","98","5","4644","Cash","59","1.0","Jamie Castro","59","Male","0"
"33238","2023-06-09 07:16:57","Home","353","2","747","Credit Card","59","1.0","Jamie Castro","59","Male","0"
"14492","2023-06-02 13:25:51","Electronics","192","4","1606","Cash","31","0.0","Laura Clark","31","Female","0"
"14492","2023-02-14 20:46:14","Books","462","5","476","Credit Card","31","0.0","Laura Clark","31","Female","0"
"14492","2021-10-01 00:15:58","Books","379","4","2065","PayPal","31","1.0","Laura Clark","31","Female","0"
"14492","2021-09-05 05:33:26","Books","285","5","4854","Cash","31","0.0","Laura Clark","31","Female","0"
"8301","2023-02-06 21:33:20","Home","94","2","3244","Cash","33","0.0","David Mcclain","33","Male","0"
"8301","2022-12-16 11:37:02","Home","171","4","2991","PayPal","33","0.0","David Mcclain","33","Male","0"
"13143","2023-05-29 15:37:07","Books","343","1","140","Cash","19","0.0","Caleb Bruce","19","Female","1"
"13143","2020-12-31 01:59:55","Home","94","4","178","Cash","19","1.0","Caleb Bruce","19","Female","1"
"13143","2023-03-23 15:52:34","Home","279","2","652","Cash","19","1.0","Caleb Bruce","19","Female","1"
"13143","2021-02-05 00:53:31","Books","295","1","1011","Credit Card","19","1.0","Caleb Bruce","19","Female","1"
"9339","2020-02-19 22:49:42","Electronics","405","4","4241","PayPal","34","0.0","Teresa Spencer","34","Male","0"
"9339","2021-03-07 03:54:15","Clothing","415","5","3907","Credit Card","34","0.0","Teresa Spencer","34","Male","0"
"9339","2023-04-28 18:55:09","Books","224","2","4635","Credit Card","34","1.0","Teresa Spencer","34","Male","0"
"9339","2022-11-20 02:09:21","Clothing","290","2","2408","Cash","34","","Teresa Spencer","34","Male","0"
"9339","2022-05-24 15:13:24","Home","85","5","584","Cash","34","1.0","Teresa Spencer","34","Male","0"
"9339","2020-09-12 18:55:01","Books","370","4","976","Cash","34","1.0","Teresa Spencer","34","Male","0"
"9339","2020-04-03 19:17:35","Clothing","86","2","4930","Credit Card","34","0.0","Teresa Spencer","34","Male","0"
"10283","2021-10-05 04:37:48","Home","63","2","1705","Credit Card","53","","Alejandro Johnson","53","Female","0"
"10283","2021-10-23 22:20:07","Clothing","369","5","677","PayPal","53","1.0","Alejandro Johnson","53","Female","0"
"10283","2020-05-31 14:28:04","Home","290","1","2413","Cash","53","1.0","Alejandro Johnson","53","Female","0"
"10283","2020-04-17 02:22:45","Electronics","113","3","657","PayPal","53","","Alejandro Johnson","53","Female","0"
"10283","2020-09-08 17:53:55","Electronics","250","1","2815","Credit Card","53","0.0","Alejandro Johnson","53","Female","0"
"392","2021-09-25 04:26:32","Clothing","237","5","2405","Credit Card","25","0.0","Mary Molina","25","Female","1"
"392","2021-03-08 19:59:37","Electronics","100","2","2649","Credit Card","25","1.0","Mary Molina","25","Female","1"
"392","2023-02-27 08:59:03","Electronics","34","4","3530","PayPal","25","0.0","Mary Molina","25","Female","1"
"392","2021-06-07 05:23:31","Home","290","4","1770","PayPal","25","0.0","Mary Molina","25","Female","1"
"21639","2023-02-22 11:00:11","Electronics","175","1","1328","PayPal","24","0.0","Kathryn Hernandez","24","Male","0"
"21639","2023-08-02 00:47:20","Electronics","51","2","408","Credit Card","24","1.0","Kathryn Hernandez","24","Male","0"
"21639","2023-09-09 07:50:02","Clothing","124","4","1594","Credit Card","24","1.0","Kathryn Hernandez","24","Male","0"
"21639","2020-08-25 07:11:30","Home","142","5","962","PayPal","24","","Kathryn Hernandez","24","Male","0"
"21639","2021-10-23 02:26:30","Electronics","314","2","4152","Credit Card","24","1.0","Kathryn Hernandez","24","Male","0"
"42932","2020-02-19 06:28:09","Clothing","96","2","1202","Credit Card","69","1.0","Albert Mora","69","Male","1"
"42932","2021-06-27 19:15:47","Books","187","1","3142","PayPal","69","0.0","Albert Mora","69","Male","1"
"42932","2021-08-30 15:19:56","Electronics","241","4","570","Cash","69","1.0","Albert Mora","69","Male","1"
"42932","2022-11-20 19:19:00","Books","426","4","4736","PayPal","69","0.0","Albert Mora","69","Male","1"
"16160","2023-09-09 07:04:16","Home","356","1","3519","PayPal","65","0.0","Jennifer Thompson","65","Male","0"
"16160","2021-02-26 16:19:44","Books","236","4","1993","Credit Card","65","1.0","Jennifer Thompson","65","Male","0"
"16160","2023-05-18 06:56:18","Electronics","232","4","3262","Cash","65","0.0","Jennifer Thompson","65","Male","0"
"16160","2023-08-31 12:38:40","Electronics","374","4","4870","Cash","65","","Jennifer Thompson","65","Male","0"
"16160","2022-11-01 23:55:13","Clothing","493","3","2380","PayPal","65","","Jennifer Thompson","65","Male","0"
"16160","2023-01-07 13:58:32","Books","316","5","1170","PayPal","65","1.0","Jennifer Thompson","65","Male","0"
"16160","2022-12-29 08:06:20","Home","490","1","3322","Credit Card","65","0.0","Jennifer Thompson","65","Male","0"
"16160","2021-08-23 10:21:38","Electronics","479","1","4413","PayPal","65","1.0","Jennifer Thompson","65","Male","0"
"19140","2022-02-25 07:23:09","Home","81","5","615","Cash","36","","Jesus Turner","36","Male","0"
"19140","2023-03-01 09:36:49","Home","112","1","268","PayPal","36","0.0","Jesus Turner","36","Male","0"
"19140","2021-10-30 07:54:22","Electronics","184","4","1420","PayPal","36","1.0","Jesus Turner","36","Male","0"
"19140","2021-03-12 09:23:26","Clothing","232","2","3303","PayPal","36","","Jesus Turner","36","Male","0"
"35220","2021-02-05 05:45:32","Clothing","499","4","4854","PayPal","69","0.0","Gina Valdez","69","Female","0"
"35220","2023-09-01 03:44:12","Books","381","1","1144","Cash","69","0.0","Gina Valdez","69","Female","0"
"35220","2021-10-15 16:38:53","Electronics","150","1","2830","Cash","69","","Gina Valdez","69","Female","0"
"35220","2021-07-09 16:46:15","Home","335","2","1503","Credit Card","69","0.0","Gina Valdez","69","Female","0"
"35220","2021-11-28 07:26:39","Electronics","285","3","3824","Cash","69","1.0","Gina Valdez","69","Female","0"
"35220","2020-07-21 06:23:31","Electronics","295","1","2569","PayPal","69","0.0","Gina Valdez","69","Female","0"
"35220","2023-02-27 16:42:17","Books","120","4","736","PayPal","69","","Gina Valdez","69","Female","0"
"35220","2022-02-17 00:05:07","Clothing","281","4","1253","Cash","69","0.0","Gina Valdez","69","Female","0"
